=================== 正面和负面 同时存在的词  ===================
34-ياخشى بولاتتى=正面=6.482103304319001
2815-ئۇستا بولۇپ=正面=7.770940214782733
2847-ئىشلار ياخشى=正面=4.356079181168704
2849-فىلىم كۆرگەنىدۇق=正面=7.282290387018451
2851-قېتىملىق كۈلۈمسىرىشى=正面=7.282290387018451
2852-شۇنچىلىك سەمىمىي=正面=7.282290387018451
2853-شۇنچىلىك تاتلىق=正面=7.282290387018451
2854-تاتلىق ئىدىكى=正面=7.282290387018451
2855-قەلبىنى لەرزىگە=正面=11.923383039734208
2856-لەرزىگە سالاتتى=正面=7.282290387018451
2870-ياقتۇرۇپ كۆرىدىغان=正面=6.09304477533491
2878-تەرەققىي قىلغان=正面=13.390306259806358
2952-خۇشال خۇرام=正面=10.616543145864094
2954-يەنىلا ئىشىنىمەنكى=正面=7.678007276056066
2955-مىللىتىمىزنىڭ پەخىرلىك=正面=7.678007276056066
2956-پەخىرلىك ئوغلانلىرى=正面=7.09304477533491
2958-قاتارىدىن بولمىساممۇ=正面=7.678007276056066
2959-ئېسىل پەزىلىتىدىن=正面=7.678007276056066
2960-پەزىلىتىدىن ئۆگىنىشكە=正面=7.678007276056066
2963-چىن دىلىمدىن=正面=5.018250268323511
2967-بەخىت ئىچىدە=正面=8.38010241037522
2981-نىمىدىگەن گۈزەل=正面=25.175320038537027
3002-بىرلىكتە ئۆگىنىپ=正面=5.943160955191833
3003-گۈزەل ئۆگىنىش=正面=6.943160955191833
3004-مۇھىتى يارىتايلى=正面=6.943160955191833
3005-ئىدىيمىزدە ئاقارتىش=正面=6.943160955191833
3006-ياغدەك تۇزدەك=正面=6.943160955191833
3007-تۇزدەك زۆرۈر=正面=6.943160955191833
3016-رەسىم سىزىشتا=正面=9.040199241157156
3017-تالانتى قالتىس=正面=9.040199241157156
3019-چوڭ ئاپام=正面=13.012560671366522
3034-تەشەككۈر ئېيتىش=正面=6.09304477533491
3038-يۈكسەك مەنزىللەرنى=正面=6.358198454470677
3041-تورىنىڭ يېڭى=正面=5.09304477533491
3047-مەدھىيە ناملىق=正面=19.067424461137463
3049-نەسىرى بار=正面=19.067424461137463
3051-شۇنچىلىك گۈزەل=正面=17.48246196041631
3052-گۈزەل پاساھەتلىك=正面=19.067424461137463
3068-بەكلا ھېرىپ=正面=7.825605190381116
3070-بەكلا خوشالمەن=正面=9.41056769110227
3072-ئوڭ قىلغايسەن=正面=9.41056769110227
3073-كىتاب ئوقۇش=正面=15.70500162046534
3076-خۇشاللىق ئىش=正面=7.040199241157156
3077-ئىش بولاتتى=正面=13.167023797139624
3083-كۈنى ئۆتكۈزۈلۈشكە=正面=7.678007276056066
3084-قېتىملىق تۈركچە=正面=6.678007276056066
3085-مۇسابىقىسى بۇرۇنقى=正面=6.09304477533491
3086-بۇرۇنقى يىللاردىكىدىن=正面=7.678007276056066
3087-بەكرەك ئېسىل=正面=7.678007276056066
3107-نەرسىگە ھەيرانتىم=正面=8.078121724300908
3108-ھەيرانتىم دادام=正面=8.078121724300908
3112-كۈچلۈك كاپالەتكە=正面=7.729200706428053
3113-كاپالەتكە ئېرىشتى=正面=7.729200706428053
3116-لايىھەنى ياخشى=正面=8.078121724300908
3117-ياخشى ئىشلەپسىز=正面=7.341156130134703
3118-دۆلەتلىك كۈتۈپخانا=正面=7.678007276056066
3119-ئېسىل ئوتتۇرا=正面=7.678007276056066
3121-ئەڭ كاتتا=正面=4.508082274613754
3122-كاتتا كۈتۈپخانا=正面=7.678007276056066
3123-مۇھىتىمۇ ياخشى=正面=7.678007276056066
3124-ئادەم تىپتىنىچ=正面=7.678007276056066
3125-تىپتىنىچ ئۈگىنىش=正面=7.678007276056066
3128-گېپىڭىزنى ئاڭلاپ=正面=9.033410075494515
3130-نەپىسى توختىغان=正面=9.033410075494515
3155-تېخىمۇ ئېسىل=正面=7.678007276056066
3156-ئېسىل چىقىپتۇ=正面=7.678007276056066
3170-ئۇزۇن يىللىق=正面=11.534401723821514
3174-بەك قىززىدى=正面=7.825605190381116
3184-ماھارىتىگە راستلا=正面=7.811017654158069
3185-راستلا قول=正面=7.811017654158069
3186-قول قويىمەن=正面=6.489089559270706
3201-قايىل بولماي=正面=4.771116680447548
3221-خۇش كەپسىز=正面=3.6780072760560665
3233-ئەجەپ ئېسىلكەن=正面=7.678007276056066
3239-گۈزەل تورداشلا=正面=6.943160955191833
3240-تورداشلا ياخشىمۇ=正面=6.943160955191833
3246-ئىسمى يوق=正面=6.756193629413548
3247-يوق تاش=正面=6.07812172430091
3249-دېتالكەن چوڭ=正面=6.493159223579753
3251-چوقۇم ياراملىق=正面=6.493159223579753
3252-ياراملىق دېتال=正面=6.493159223579753
3253-دېتال بولىدۇ=正面=6.493159223579753
3282-چوڭقۇر تونۇپ=正面=18.48843383743312
3288-مەھكەم يېپىش=正面=8.539301005224475
3296-تەتىل قىلدۇق=正面=6.020765866242294
3322-ناخشا ئۇسسۇل=正面=2.3581984544706764
3429-مىنى ياخشى=正面=13.754545107268118
3430-ياخشى ئۇچۇر=正面=4.62123286030447
3445-ياخشى بولاركەن=正面=4.493159223579753
3455-خەيرى ساخاۋەت=正面=5.618372576215672
3459-تەشۋىق قىلىشنى=正面=6.712837260219165
3465-خىل ياخشى=正面=5.09304477533491
3468-كىچىك ئىشلار=正面=16.617007408905025
3505-نىمىدىگەن ياخشى=正面=16.301825085717915
3528-بەك ئىسىل=正面=7.469954451802479
3531-كىشى ئىدى=正面=13.092918464169767
3544-ئەڭ قالتىس=正面=9.040199241157156
3573-ھۆرمەت قىلىڭ=正面=4.62123286030447
3595-مەيدان قالتىس=正面=9.040199241157156
3612-يېرىگە كەلگەنتى=正面=7.282290387018451
3620-چوڭ ئۈمىد=正面=5.358198454470676
3621-ئۈمىد بار=正面=6.316908583888027
3629-ياخشى يولداش=正面=9.539301005224475
3653-نېسىپ بولمايدۇ=正面=5.943160955191833
3732-تەمى بار=正面=6.493159223579753
3741-كەم دېگەندە=正面=3.418700231379308
3755-مەرھۇمنىڭ ياتقان=正面=3.563090140714483
3764-ھېسابقا ئالمىغاندا=正面=5.370445062772087
3769-تولىمۇ مۇھىم=正面=9.58821060570542
3791-تۆھپىسى با=正面=6.935229681555614
3806-مەنسۇپ بولسۇن=正面=10.578295136840339
3844-ئامەت يار=正面=7.020765866242295
3845-يار بولسۇن=正面=7.399366251452282
3903-ئەڭ دەسلەپكى=正面=3.830194210857324
3923-قول قويماي=正面=4.960362292131088
3971-ياخشى بولمىسا=正面=9.20333507693683
3972-ئىرى با=正面=6.811017654158069
4011-كىتىپ قالىدۇ=正面=6.943160955191833
4039-بەك يۇقىرى=正面=5.226055153436913
4046-بەك قولاي=正面=3.0362703595833143
4148-ھېيتىغا مۇبارەك=正面=14.133532297117382
4162-غەلبە قىلدى=正面=7.593426791267082
4171-كىرەك ئىكەن=正面=5.943160955191833
4205-ناھايىتى كۈچلۈك=正面=10.672361661619885
4207-ھەركەتلەندۈرگۈچ كۈچ=正面=6.7292007064280535
4217-بەك ئاسانكەن=正面=7.60572836696345
4234-ياخشى ئەسەر=正面=4.870652353998462
4270-چاتاق چىقمايدۇ=正面=12.165004071949191
4277-ئىشلارنى قىلىپ=正面=3.1442382057068965
4292-كاتتا ئىش=正面=4.430079762612481
4312-چۇقۇم ياخشى=正面=7.60572836696345
4340-خىلى داڭلىق=正面=7.811017654158069
4354-تېخىمۇ قىززىق=正面=8.040199241157156
4360-يېقىنقى يىللاردىن=正面=3.8763359925020446
4364-كەم بولۇپ=正面=10.12426350594563
4370-بەك ياقتى=正面=5.678007276056066
4393-داۋاملىق ئالغا=正面=4.943160955191833
4394-تازا كەپتۇ=正面=6.811017654158069
4397-گەپ قىلىشنىڭ=正面=6.358198454470677
4414-نەقەدەر گۈزەل=正面=31.224522886098903
4419-ھازىر ئالىي=正面=5.358198454470676
4433-يامانمۇ كۆنگەن=正面=20.005998848321347
4437-ھۆرمەت قىلىشتۇر=正面=17.29637985227174
4445-ياخشى تاللاش=正面=3.8706523539984623
4458-ئەڭ مۇكەممەل=正面=15.867096727217891
4603-قايتۇرما ھۇجۇم=正面=4.020765866242294
4628-ياخشى مىكرو=正面=7.702030505262583
4651-ۋاقتىنى چىقىرىپ=正面=9.040199241157156
4677-ئورۇنلۇق پىكىر=正面=4.62123286030447
4691-خېلى چىرايلىق=正面=8.078121724300908
4714-ھەقىقەتەن كۈچلۈك=正面=7.729200706428053
4719-قالتىس خەۋەر=正面=9.040199241157156
4720-خەۋەر ئىكەن=正面=6.455236740436001
4734-مەلۇم بولىشىچە=正面=17.837100766164795
4740-ئەخلاق پەزىلەتتۇر=正面=7.678007276056066
4754-بەك قايىل=正面=6.282290387018451
4776-ئەڭ ياقتۇرۇپ=正面=5.356079181168703
4782-نۇرغۇن كىشلەر=正面=8.58821060570542
4815-كوز تەگمىسۇن=正面=6.943160955191833
4828-ئەمدى تەس=正面=11.558666330091405
4866-بوش ئەمەسكەن=正面=6.718271146269793
4939-كارتون فىلىمنى=正面=5.270766802243306
4987-تولىمۇ ئېسىل=正面=7.678007276056066
4993-دائىم دەيدىغان=正面=5.943160955191833
4994-گېپى بولىدىغان=正面=5.943160955191833
5044-باھاسى مۇۋاپىق=正面=7.033410075494517
5055-ئېغىر بېسىق=正面=3.9775675579149743
5090-ئۈمۈد قىلىمەن=正面=18.88819768373136
5150-كۈچلۈك ئىكەن=正面=14.109303116803272
5158-ماس كەلگۈدەك=正面=3.7732359537495204
5181-تولۇق كۆرۈپ=正面=9.05552634076797
5182-مەنىسى چوڭقۇر=正面=5.520192182276769
5198-ئاللادىن تىلەيمەن=正面=6.659595238942186
5231-ئەمەلىي قىممىتى=正面=7.659595238942186
5260-ئۇلۇغ ئاللاھىمدىن=正面=7.702030505262583
5310-كۆزۈم چۈشۈپ=正面=5.756193629413547
5319-مەنىۋى ئۇزۇق=正面=7.0746327382210294
5332-رەھمەت جاپا=正面=6.678007276056066
5356-غەلبە قىلىدۇ=正面=6.2260551534369135
5392-ياش ئەگىدى=正面=6.943160955191833
5398-كۆپ ئەجىر=正面=4.943160955191833
5408-بەك ناچار=正面=4.792271727713571
5416-ئېسىل دۇردانىلەر=正面=7.678007276056066
5418-كۆپ تەشەككۈر=正面=5.503677095493753
5438-ئىسىل تىما=正面=7.678007276056066
5448-ساپ ئەقىل=正面=8.702030505262583
5496-جانلىق سۆزلەر=正面=11.910138700592784
5509-باش تارتىپ=正面=10.690660522416476
5534-داۋاملىق تىرىشىڭ=正面=4.60572836696345
5549-تېخىمۇ مول=正面=5.356079181168703
5566-جىسمىغا لايىق=正面=10.110322419575176
5610-كۆڭلىنى خۇش=正面=7.618372576215672
5646-ياخشى ئەسەرنى=正面=7.678007276056066
5659-تىخىمۇ ياخشى=正面=9.567791961800783
5684-يىرى جەننەت=正面=3.641092652715756
5716-ياخشى يامان=正面=7.595402935761127
5745-بەك قاملىشىپتۇ=正面=4.943160955191833
5750-ماس كەلمەيدۇ=正面=7.236738235204043
5787-پۈتۈن كۈچى=正面=2.581850668877358
5802-ئۈمۈد قىل=正面=18.719007536957474
5803-ئۆگىنىشكە تېگىشلىك=正面=13.987748579997834
5828-ناھايىتى خوشالمەن=正面=9.41056769110227
5931-ئېسىل دۇر=正面=7.678007276056066
5957-قىممىتى يۇقىرى=正面=6.811017654158069
5963-جىق ئادەم=正面=4.377682006159818
5988-ھەقىقىي ئەركەكتەك=正面=7.282290387018451
6034-كۆك قىزىل=正面=10.013232193556886
6040-يۇقىرى قىممەتكە=正面=9.124263505945631
6041-قىممەتكە ئىگە=正面=11.72999187290908
6073-ھەقىقەتەن تەس=正面=3.581850668877358
6075-ئەزا بولغان=正面=10.022920448376974
6090-ئاسانچىلىق بەرسۇن=正面=7.60572836696345
6128-ئېسىل ئەسەرنى=正面=15.489024930214136
6219-مەزگىل يوقاپ=正面=7.282290387018451
6221-خىلى كۆپكەن=正面=11.558666330091405
6288-شىرىن چۈش=正面=13.598194694278043
6293-بەك ماس=正面=5.530909734965333
6304-ھەقىقىي پۇتبول=正面=16.322489628175607
6364-نىمىسى بار=正面=7.60572836696345
6368-ئۈستۈن تۇرىدۇ=正面=12.349250551059773
6384-ئوسال ئەھۋالغا=正面=9.702030505262583
6398-كۆڭۈل بۆلگەن=正面=12.071406509044742
6417-توپ ئوينىسا=正面=5.697327886297295
6510-تېخىمۇ پارلاق=正面=6.1442382057068965
6562-ئىشقا ئاشۇرۇش=正面=12.469414405578522
6567-ئەڭ سۈزۈك=正面=8.08814549393195
6669-مول تەسەۋۋۇر=正面=6.282290387018451
6711-بەك قالتىس=正面=14.310966043400462
6712-قالتىس ئىش=正面=9.040199241157156
6735-بەك گۈزەلكەن=正面=6.943160955191833
6738-ئېسىل شېئىركەن=正面=7.678007276056066
6755-ئاسانراق بولغان=正面=7.60572836696345
6793-نىم دىگەن=正面=6.040199241157156
6861-پىكىرنى قوللايمەن=正面=5.358198454470676
6862-يار بەرسە=正面=15.991155300972533
6905-ساغلاملىق بىباھا=正面=16.38003778131865
6906-بىباھا گۆھەر=正面=10.375802272941595
6940-رەخمەت قىلسۇن=正面=6.158940957578375
6948-ئارتۇقچە ئىش=正面=12.680656854470016
7022-ئەڭ تېز=正面=8.494708568717718
7038-خاتىرجەم قىلىشىنى=正面=7.678007276056066
7040-داڭلىق چولپانلار=正面=14.04386197325762
7050-ئىنكاس يازسا=正面=4.908196722858597
7059-ئەڭ ياقتۇردىغان=正面=5.943160955191833
7061-بىكەت بولسا=正面=6.60572836696345
7102-ياخشى ئىشلەپتۇ=正面=3.0343628735748647
7110-بالا چولپان=正面=7.811017654158069
7152-خىزمەت قىلىپ=正面=29.309353793397648
7156-ئۈلگە بولۇش=正面=7.659595238942186
7170-يېزىقىمىز بار=正面=17.764497587401817
7205-ھۆددىسىدىن چىقالىغۇدەك=正面=8.702030505262583
7211-كۈچلۈك كوماندا=正面=7.729200706428053
7237-ناچار تەرەپ=正面=8.659595238942186
7241-كىيىن چىققان=正面=6.811017654158069
7261-گۈللەپ ياشنىغاي=正面=8.078121724300908
7264-كىيىمى چىرايلىق=正面=8.078121724300908
7319-ئارام تاپىدۇ=正面=7.558666330091405
7325-بارلىققا كىلىشىنى=正面=7.282290387018451
7340-نۇرغۇن ئۇيغۇر=正面=6.079869386587177
7368-ناھايتى ئېسىل=正面=7.678007276056066
7376-يەنىلا كۆپكەن=正面=4.943160955191833
7392-ياخشى بولار=正面=3.2707668022433056
7424-بەك ئاسان=正面=7.60572836696345
7445-تېخىمۇ يۇقىرى=正面=4.6595952389421855
7505-داڭلىق پۇتبول=正面=7.811017654158069
7522-ياخشى ئىنكاس=正面=7.282290387018451
7525-ئېغىر بېسىقلىق=正面=6.09304477533491
7562-قايىل بولىدىغان=正面=12.680656854470016
7604-خاسلىققا ئىگە=正面=10.192612586613755
7667-ياخشى كىتىپ=正面=7.60572836696345
7837-ياخشى نەتىجە=正面=11.650613761790428
7866-ئەڭ مۇۋاپىق=正面=4.537999159751653
7878-تەس بولغان=正面=4.798373444905846
7886-ساپ مۇھەببىتى=正面=5.943160955191833
7895-كەپ قالغان=正面=3.4837293365545356
7941-نەق مەيدانغا=正面=8.028505471845161
7962-چەكسىز ئىپتىخارلىنىمەن=正面=11.910138700592784
7970-بەك موھىم=正面=6.811017654158069
7990-كۈنلۈك ئالەمدە=正面=7.825605190381116
7994-يوق گەرچە=正面=7.678007276056066
8003-ناھايىتى ئورۇنلۇق=正面=4.135806033134228
8030-ھەيران قالدۇردى=正面=8.369611048165826
8045-مەخسۇس سۈرەت=正面=6.943160955191833
8050-يىل بولغان=正面=6.2733910398360235
8072-ئارزۇ قىلىمەن=正面=3.0343628735748647
8081-ئىگە ئىكەن=正面=13.03787390204705
8117-نىسىپ بولغاي=正面=7.539301005224474
8121-ئېلان قىپتۇ=正面=6.980217136328924
8155-ياخشى تەرىپى=正面=5.852240316884582
8189-ئوبدان ئىش=正面=13.949868696326746
8226-خېلى بولغان=正面=5.270766802243306
8243-ئورۇندا تۇرىدۇ=正面=4.44844757477336
8244-ئاددى ئۇقۇم=正面=6.60572836696345
8274-يىللىق خاتىرە=正面=5.133308645548637
8301-غەلبە قىلغانلار=正面=7.60572836696345
8346-چوڭ مەسىلە=正面=6.1442382057068965
8395-سازاۋەر بولغان=正面=12.681670008156532
8447-چىرايلىق ئاڭلىنىدۇ=正面=8.078121724300908
8501-تەن ساغلام=正面=8.702030505262583
8563-بەكلا ئۆچ=正面=5.226055153436913
8582-نۆۋەتلىك جۇڭگو=正面=12.636469452328196
8624-مەكتەپنىڭ يىللىق=正面=14.389312790998407
